D_CRIA,D_RECRIA,D_ENGORDA,D_CRIA_RECRIA,D_CRIA_ENGORDA,D_RECRIA_ENGORDA,D_CRIA_RECRIA_ENGORDA,PVACAS2ANOS,TX_LOT_UA,RACAO,ADUBPASTAGEM,RECEBEORIENT,PCONFINADOS,PVACASINSEM,P_LAV,P_PAST,P_SILV,PVTP_BOV,UA_BOV
0.341216,0.077703,0.043919,0.290541,0.016892,0.030405,0.199324,0.303801,0.776972,0.060811,0.091216,0.067568,0,0,0.029427,0.948412,0.000218,0.815674,40.914
0.157895,0.026316,0.276316,0.407895,0,0,0.131579,0.365089,0.601377,0.013158,0.013158,0,0,0,0.022857,0.927268,0,0.604555,6.77
0.388889,0.194444,0.138889,0.166667,0.027778,0,0.083333,0.392546,0.458029,0,0.027778,0.055556,0,0,0.004111,0.803195,0,0.642152,3.132
0.503916,0.164491,0.05483,0.028721,0.101828,0.002611,0.143603,0.362677,0.612563,0.018277,0.031332,0.05483,0,0,0.021822,0.653498,0.004748,0.533105,36.255
0.293269,0.014423,0.038462,0.346154,0.028846,0.004808,0.274038,0.43192,0.560291,0.043269,0.057692,0.086538,0,0.011613,0.139962,0.692021,0,0.236369,17.291
0.25,0.053571,0.125,0.017857,0.035714,0.053571,0.464286,0.436971,0.939734,0.071429,0.017857,0.375,0.010011,0.263331,0.043702,0.773835,0,0.928227,10.324
0.410714,0.053571,0.142857,0.035714,0.089286,0.035714,0.232143,0.316662,0.633385,0.107143,0.017857,0.160714,0,0,0.202064,0.487907,0,0.495754,4.191
0.305556,0.277778,0.222222,0,0.083333,0.055556,0.055556,0.341217,0.489658,0.027778,0,0.25,0,0,0.011877,0.784472,0.0555,0.742319,5.883
0.127273,0.109091,0.109091,0.018182,0.018182,0.054545,0.563636,0.220669,1.222371,0.127273,0.054545,0.254545,0,0,0.002594,0.967306,0,0.873491,10.147
0.222222,0.111111,0.111111,0,0.083333,0.027778,0.444444,0.295014,0.528335,0.138889,0.027778,0.527778,0.01108,0.046948,0.025168,0.779326,0,0.558524,4.27
0.117647,0,0.235294,0,0.117647,0,0.529412,0.267488,1.073225,0.176471,0,0.352941,0,0,0.072526,0.752744,0,0.851739,1.643
0.148148,0.074074,0.111111,0.037037,0,0.074074,0.555556,0.242638,0.682252,0.074074,0,0.185185,0.006773,0,0.015996,0.827859,0,0.893078,2.145
0.298246,0.035088,0.232456,0.280702,0.026316,0.013158,0.114035,0.30161,0.652636,0.017544,0.035088,0.109649,0,0.134907,0.163794,0.627494,0.015515,0.557664,27.584
0.038462,0.076923,0.384615,0.038462,0.115385,0.038462,0.307692,0.296958,0.697377,0.153846,0.038462,0.307692,0.005192,0.34965,0.027886,0.876232,0,0.965587,5.774
0.345794,0.149533,0.186916,0.074766,0.102804,0.046729,0.093458,0.275895,0.989458,0.130841,0.074766,0.373832,0.002529,0.156429,0.078953,0.861594,0.000693,0.935038,38.39
0.25,0.074074,0.101852,0.018519,0.027778,0.009259,0.518519,0.380744,0.85608,0.009259,0,0.101852,0,0,0.040353,0.909645,0.000098,0.885266,7.97
0.076923,0.307692,0.307692,0,0.038462,0.038462,0.230769,0.356643,0.792602,0,0,0.076923,0,0,0.060501,0.915988,0,0.370405,1.452
0.342105,0.061404,0.201754,0.026316,0.298246,0.008772,0.061404,0.411394,0.995147,0.026316,0,0.184211,0,0,0.0839,0.792367,0,0.700677,9.403
0.35,0.033333,0.366667,0.05,0.1,0.033333,0.066667,0.252222,0.690622,0.116667,0,0.033333,0,0,0.082295,0.809364,0,0.862996,3.498
0.068182,0.090909,0.272727,0.068182,0.068182,0.159091,0.272727,0.212066,0.698957,0.045455,0,0.204545,0,0,0.041656,0.897793,0.000946,0.925437,5.967
0.212121,0.090909,0.212121,0.045455,0.060606,0,0.378788,0.357238,0.637148,0.060606,0.015152,0.181818,0.024876,0.209123,0.024127,0.701688,0.028742,0.849952,7.202
0.307692,0.076923,0.128205,0.076923,0.102564,0.076923,0.230769,0.328601,0.677871,0.102564,0,0.128205,0.012013,0.099701,0.035196,0.946792,0,0.825771,5.425
0.594595,0.162162,0.135135,0,0.054054,0.054054,0,0.314994,0.593685,0.027027,0,0.135135,0,0,0.008577,0.964646,0,0.877449,3.422
0.502857,0.017143,0.057143,0.297143,0.017143,0.005714,0.102857,0.40338,0.883973,0.005714,0.011429,0.24,0.000063,0.022708,0.039626,0.954358,0.000635,0.592068,19.254
0.230769,0.076923,0.461538,0,0,0,0.230769,0.377907,0.544498,0.153846,0,0.076923,0,0,0.099095,0.840201,0,0.5678,1.138
0.357895,0.105263,0.2,0.073684,0.042105,0,0.221053,0.395194,0.428904,0.210526,0.042105,0.084211,0.010013,0,0.035673,0.507574,0.001089,0.395935,10.997
0.681818,0.090909,0.090909,0.045455,0.045455,0,0.045455,0.338058,2.146011,0,0,0.090909,0,0,0.119496,0.426359,0,0.75978,3.013
0.076923,0.021978,0.10989,0.032967,0.131868,0,0.626374,0.374942,0.624339,0.208791,0,0.032967,0.002332,0,0.012934,0.832339,0,0.845503,7.493
0.292683,0.073171,0.146341,0.073171,0.219512,0,0.195122,0.253281,0.464773,0.195122,0,0.146341,0.008997,0,0.053566,0.502013,0,0.762733,5.353
0.195652,0.021739,0.130435,0.108696,0.152174,0.065217,0.326087,0.156221,1.833384,0.108696,0.065217,0.23913,0,0,0.119415,0.837187,0,0.771652,24.333
0.2,0.333333,0.133333,0.066667,0.133333,0.066667,0.066667,0.329871,0.706862,0.4,0.066667,0.2,0,0,0.131386,0.713973,0,0.571159,1.316
0.5125,0.10625,0.1125,0.01875,0.0375,0.03125,0.18125,0.344882,0.367292,0.08125,0,0.06875,0,0,0.112006,0.8166,0.000216,0.589581,13.859
0.143939,0.015152,0.121212,0.106061,0.25,0.068182,0.295455,0.411275,0.891563,0.05303,0.060606,0.151515,0,0.002086,0.023749,0.892037,0.001871,0.67897,13.503
0,0,0.666667,0,0,0,0.333333,0.335456,2.421488,0.333333,0,0.333333,0.121019,0,0,0.293326,0,0.749786,293
0.068627,0.029412,0.362745,0.068627,0.039216,0.009804,0.421569,0.453944,0.701729,0.04902,0.039216,0.137255,0.004173,0.039401,0.049185,0.886049,0,0.571821,9.754
0.12,0,0.08,0.08,0.04,0.08,0.6,0.23835,0.515933,0,0,0.12,0,0,0.049058,0.784292,0,0.627196,2.558
0.078431,0,0.058824,0.254902,0.117647,0,0.490196,0.31171,1.076806,0.137255,0.058824,0.215686,0.006528,0.205061,0.138297,0.71387,0,0.748001,4.646
0.280899,0.044944,0.101124,0.011236,0.033708,0.011236,0.516854,0.308899,0.524739,0.146067,0,0.213483,0.000755,0.191223,0.028132,0.867931,0.012547,0.981724,29.62
0.209091,0.027273,0.236364,0.054545,0.054545,0,0.418182,0.322211,0.598757,0.063636,0.009091,0.172727,0.003006,0.031099,0.095754,0.699098,0,0.732304,11.579
0.246753,0.12987,0.285714,0.025974,0.012987,0.012987,0.285714,0.357413,0.62677,0.051948,0.025974,0.272727,0.018317,0,0.225264,0.63315,0,0.13535,5.222
0.2,0.133333,0.6,0.066667,0,0,0,0.367757,0.493189,0.133333,0,0.266667,0,0.278035,0.001035,0.997586,0,0.946984,1.783
0.212121,0.121212,0.212121,0.181818,0.151515,0.060606,0.060606,0.397357,0.600512,0.121212,0.060606,0.545455,0.015546,0.022496,0.011013,0.836792,0.010832,0.868519,8.35
0.057143,0.057143,0.314286,0.085714,0.057143,0,0.428571,0.389427,0.782794,0.171429,0.057143,0.2,0.002681,0.152964,0.158092,0.667309,0,0.935888,4.12
0.442623,0.065574,0.163934,0.098361,0.04918,0.098361,0.081967,0.356077,0.73207,0.016393,0,0.04918,0.006663,0,0.236358,0.58496,0,0.804144,6.973
0.387234,0.059574,0.06383,0.157447,0.008511,0.012766,0.310638,0.389028,0.754523,0.106383,0.13617,0.178723,0,0.025665,0.053543,0.920538,0.000022,0.64787,32.296
0.112245,0.112245,0.204082,0.091837,0.142857,0.030612,0.306122,0.208887,0.7027,0.234694,0.020408,0.204082,0.005748,0,0.02576,0.810806,0,0.881339,10.767
0.5,0,0,0,0,0,0.5,0.205387,1.3125,0.5,0,0,0,0,0.38676,0.501742,0,0.676157,189
0.337621,0.102894,0.067524,0.212219,0.054662,0.003215,0.221865,0.455281,0.664731,0.03537,0.006431,0.057878,0,0,0.166657,0.720042,0,0.189953,33.491
0.2125,0.125,0.0875,0.1625,0.1,0.0875,0.225,0.247037,0.579189,0.0875,0.05,0.375,0.001219,0.145621,0.021945,0.796537,0,0.860219,25.884
0.226415,0.132075,0.113208,0.113208,0.037736,0,0.377358,0.23972,0.429233,0.264151,0.09434,0.056604,0.059902,0,0.144375,0.740609,0,0.389765,5.362
0.285714,0.047619,0.095238,0.222222,0.063492,0.079365,0.206349,0.368035,0.768479,0.031746,0,0.047619,0,0,0.061386,0.804743,0,0.873211,4.876
0.2,0,0.6,0.2,0,0,0,0.367416,1.111814,0.2,0,0.4,0.016854,0,0.532589,0.454934,0,0.532627,527
1,0,0,0,0,0,0,0.294355,640,0,0,0,0,0,0.941176,0.058824,0,0.543246,160
0.6,0,0.2,0,0.2,0,0,0.412742,0.460507,0,0,0.4,0,0,0.09289,0.319591,0,0.675288,250
0.170213,0.106383,0.468085,0.021277,0.06383,0,0.170213,0.215461,0.470734,0.021277,0,0.042553,0.043092,0,0.049796,0.786933,0,0.691824,4.363
0.6,0,0.2,0,0,0,0.2,0.138462,0.255045,0,0.2,0.2,0,0,0.194864,0.738869,0,0.924769,455
0.176471,0,0.352941,0.058824,0.176471,0,0.235294,0.4334,1.276851,0.176471,0.058824,0.176471,0,0,0.397275,0.490688,0,0.83944,1.492
0.225,0,0.25,0.25,0.05,0.025,0.2,0.326599,0.380182,0.3,0.075,0.225,0.006661,0,0.296031,0.61488,0.002427,0.110013,2.889
0.35514,0.046729,0.11215,0.121495,0.056075,0.018692,0.28972,0.279786,0.760471,0.056075,0.037383,0.345794,0,0,0.041493,0.846374,0,0.796013,12.19
0.75,0.019231,0.038462,0.038462,0.076923,0,0.076923,0.309311,0.630783,0.269231,0,0.038462,0.000395,0,0.040531,0.839972,0,0.754441,4.629
0.372549,0,0.392157,0.039216,0.058824,0,0.137255,0.233692,0.520918,0.137255,0,0.294118,0.018638,0,0.259191,0.393959,0,0.822716,6.141
0.357692,0.142308,0.161538,0.134615,0.015385,0.080769,0.107692,0.428732,1.010003,0.042308,0.065385,0.073077,0.000481,0.04222,0.052826,0.932186,0.00353,0.686898,21.731
0,0.222222,0.333333,0.111111,0.222222,0.111111,0,0.197274,1.063437,0.222222,0,0.222222,0,0,0.262858,0.235307,0,0.881882,692
0.724138,0.068966,0.051724,0.051724,0,0.017241,0.086207,0.321131,1.128311,0.137931,0.017241,0.189655,0.009268,0.018278,0.644974,0.333619,0,0.714521,3.834
0.145833,0.104167,0.333333,0.145833,0,0.020833,0.25,0.329461,0.793845,0.020833,0,0.104167,0.004468,0,0.16123,0.507801,0,0.595641,3.826
0.219048,0.190476,0.171429,0.104762,0.057143,0.047619,0.209524,0.224343,0.744034,0.028571,0,0.12381,0.027212,0.02166,0.008809,0.872972,0.000835,0.956366,15.557
0.375,0.089286,0.125,0.107143,0.035714,0,0.267857,0.35836,0.511459,0.089286,0.017857,0.196429,0.007942,0,0.021923,0.910854,0.000786,0.700779,9.775
0.537634,0.16129,0.139785,0.16129,0,0,0,0.375231,0.873098,0.010753,0,0.053763,0,0,0.01635,0.954116,0,0.890757,9.239
0.367089,0.063291,0.253165,0.303797,0,0,0.012658,0.208329,0.522034,0.063291,0.012658,0.012658,0.003058,0,0.135543,0.85144,0,0.086957,11.781
0.178571,0.071429,0.035714,0,0.321429,0.035714,0.357143,0.157123,0.366661,0.035714,0,0.321429,0,0,0.023667,0.938261,0,0.91011,2.006
0.083333,0.083333,0.375,0.083333,0,0.166667,0.208333,0.390932,2.576665,0.25,0,0,0.076989,0,0.038341,0.284004,0,0.53943,2.109
0.173913,0,0.434783,0,0.347826,0.043478,0,0.296754,0.689097,0.086957,0,0.391304,0.07017,0,0.032464,0.732464,0,0.95009,2.13
0.420455,0.088068,0.071023,0.25,0.0625,0.011364,0.096591,0.456859,0.74316,0.008523,0.008523,0.051136,0.000616,0.023047,0.014634,0.967766,0.000891,0.577597,29.862
0.604167,0.083333,0.1875,0,0.104167,0,0.020833,0.421987,0.639375,0.020833,0,0.125,0,0,0.040893,0.654462,0,0.204693,3.204
0.392857,0.142857,0.285714,0,0,0.035714,0.142857,0.260961,1.872423,0.071429,0,0.107143,0.174115,0,0.13065,0.420681,0.195703,0.207609,1.453
0.205882,0.205882,0.117647,0.088235,0.029412,0.117647,0.235294,0.408655,0.459162,0.176471,0.029412,0.058824,0,0,0.432098,0.479005,0,0.009801,2.343
0.5,0.041667,0.208333,0.166667,0,0.083333,0,0.432935,0.795649,0.208333,0,0.166667,0,0.092025,0.057315,0.827792,0,0.897603,5.016
0.342857,0.085714,0.228571,0.028571,0.171429,0.028571,0.114286,0.319173,0.723536,0.371429,0.028571,0.428571,0.003793,0.014854,0.060584,0.826301,0,0.435946,3.38
0.25,0,0.583333,0,0.083333,0,0.083333,0.293033,0.450021,0,0,0.083333,0,0,0.028632,0.845175,0,0.991682,538
0.34902,0.12549,0.188235,0.196078,0.039216,0.003922,0.098039,0.288172,0.629829,0.043137,0.011765,0.094118,0.006723,0.008392,0.072995,0.867118,0,0.884522,37.686
0.125,0.125,0,0.375,0,0.0625,0.3125,0.202505,0.52065,0.8125,0,0.0625,0.097425,0,0.539886,0.414082,0,0.859551,1.006
0.27451,0,0.352941,0.039216,0.117647,0.039216,0.176471,0.330085,0.718394,0.254902,0.039216,0.254902,0.019707,0.026534,0.055409,0.75102,0,0.717953,5.594
0.32,0.04,0.28,0.04,0.08,0,0.24,0.434255,0.801428,0.52,0.2,0.36,0.17179,0,0.041795,0.784798,0,0.547466,2.626
0.785714,0.142857,0.071429,0,0,0,0,0.392186,0.82,0.785714,0.071429,0.428571,0.039565,0,0.032563,0.814076,0,0.70564,1.271
0.090909,0.181818,0.272727,0.090909,0.045455,0,0.318182,0.389634,1.258896,0.409091,0,0.272727,0,0,0.040659,0.144388,0,0.718222,1.026
0.12,0.04,0.24,0.04,0,0,0.56,0.30819,0.195214,0.44,0,0.16,0,0,0.257763,0.711166,0,0.033865,3.255
0.291667,0.416667,0,0.25,0,0.041667,0,0.463374,1.297047,0.958333,0,0.083333,0,0,0.025307,0.490246,0.00993,0.834806,1.985
0.114286,0,0.485714,0,0.057143,0,0.342857,0.41022,0.576683,0.485714,0.028571,0.057143,0.017992,0,0.024354,0.775199,0.177745,0.7923,3.584
0.041667,0.125,0.166667,0.083333,0.1875,0.020833,0.375,0.28721,0.417343,0.1875,0,0.4375,0.001765,0.006145,0.039717,0.852696,0.017374,0.676425,10.702
0.333333,0,0.333333,0.111111,0,0.111111,0.111111,0.261297,1.126689,0.444444,0,0,0,0,0.5341,0.324295,0.05478,0.409851,667
0.299363,0.165605,0.197452,0.146497,0.038217,0.063694,0.089172,0.428193,0.48459,0.203822,0.038217,0.280255,0.004759,0.033345,0.01847,0.867531,0.000228,0.775338,16.604
0.267857,0.098214,0.0625,0.223214,0.008929,0.008929,0.330357,0.387718,0.990012,0.125,0.008929,0.133929,0.012067,0.061425,0.040529,0.870397,0,0.866441,9.56
0.272727,0.090909,0.272727,0,0.181818,0,0.181818,0.417241,0.533838,0.272727,0.090909,0.363636,0.018966,0,0.118255,0.834739,0.017496,0.538467,1.057
0.46,0.12,0.2,0.06,0,0,0.16,0.31777,0.62176,0.28,0,0.2,0,0.038894,0.029291,0.911875,0,0.440108,4.51
0.0625,0,0.1875,0.75,0,0,0,0.360071,0.297279,0.1875,0,0.5,0,0,0.017784,0.794674,0.070257,0.582841,1.076
0.625,0.0625,0.3125,0,0,0,0,0.374882,2.373626,0.1875,0,0.0625,0,0,0.089848,0.76353,0.011187,0.818052,1.296
0.548387,0.129032,0,0.129032,0.064516,0,0.129032,0.304598,0.668045,0.451613,0,0,0,0,0.0263,0.778386,0.021141,0.539585,2.681
0.5,0,0,0.214286,0,0,0.285714,0.410338,0.585296,0.571429,0.071429,0.142857,0.012594,0,0.002768,0.465528,0,0.630206,3.268
0.833333,0,0,0,0,0,0.166667,0.426288,0.892405,0,0,0,0,0,0.042265,0.801352,0,0.913496,423
0.529412,0.352941,0.058824,0.058824,0,0,0,0.45283,1.044976,0,0,0.176471,0,0,0.042418,0.938563,0,0.891731,954
0.129032,0.064516,0.322581,0.129032,0.193548,0.096774,0.064516,0.291413,0.233008,0.258065,0.032258,0.774194,0.006649,0.053455,0.079784,0.800926,0,0.379001,3.387
0.5,0,0.045455,0,0.045455,0,0.409091,0.305598,0.422422,0.227273,0,0,0,0,0.041721,0.882117,0.011703,0.620035,1.592
0.517241,0,0.034483,0.103448,0,0,0.344828,0.396821,0.632426,0.448276,0,0.103448,0,0,0.072616,0.707846,0,0.34945,2.243
0.2,0.066667,0.266667,0.066667,0,0,0.4,0.204008,0.536685,0.466667,0.066667,0.333333,0.011623,0,0.372481,0.449842,0,0.048779,1.58
0.06383,0.085106,0.382979,0.085106,0.085106,0.021277,0.276596,0.249247,0.369321,0.489362,0,0.06383,0.003315,0,0.032496,0.965527,0,0.346108,4.329
0.333333,0.055556,0.333333,0.055556,0,0,0.222222,0.314759,1.369437,0.388889,0.055556,0.277778,0,0,0.399458,0.524054,0.002326,0.61985,1.234
0.222222,0.222222,0.055556,0,0.055556,0,0.444444,0.414698,0.398158,0.111111,0,0.222222,0,0,0.089235,0.577829,0,0.344053,1.409
0.125749,0.05988,0.065868,0.359281,0,0.011976,0.377246,0.398311,0.439991,0.08982,0.017964,0.227545,0.000428,0.053682,0.193804,0.76405,0,0.829296,16.38
0.166667,0,0.166667,0,0,0.166667,0.5,0.379731,6.453988,0.5,0.166667,0.833333,0.140415,0,0.011318,0.13177,0,0.899779,526
0.086957,0.217391,0.130435,0.478261,0,0,0.086957,0.354975,0.163293,0.217391,0.086957,0.173913,0.025295,0.178147,0.111557,0.83384,0,0.314596,2.915
0.295455,0.045455,0.113636,0.045455,0.386364,0.022727,0.090909,0.375961,0.373308,0.25,0,0.25,0.118352,0,0.041611,0.685475,0.000656,0.696644,3.902
0.630769,0.123077,0.030769,0.123077,0,0,0.092308,0.423543,0.622555,0.046154,0,0.030769,0,0,0.027299,0.64087,0.069163,0.866179,7.019
0.204545,0.068182,0.068182,0.522727,0,0,0.136364,0.374797,0.246338,0.431818,0.022727,0.318182,0,0,0.238479,0.604935,0.006638,0.056261,4.49
0.630435,0.108696,0.043478,0.065217,0.043478,0,0.108696,0.309056,0.329382,0.130435,0.043478,0.065217,0,0,0.169037,0.684662,0,0.059719,3.96
0.142857,0.142857,0.342857,0.085714,0.2,0.028571,0.057143,0.190584,0.828866,0.371429,0,0.314286,0,0.024655,0.080476,0.778413,0,0.691782,6.943
0.416667,0.25,0.083333,0,0.083333,0.083333,0.083333,0.016854,5.116667,0.416667,0.083333,0.083333,0.123034,0,0.879639,0.120361,0,0.560243,614
0.333333,0.166667,0.5,0,0,0,0,0.201754,0.642553,0.333333,0,0,0,0,0.392576,0.528684,0,0.162158,302
0.392157,0.009804,0.04902,0.176471,0.04902,0.009804,0.313725,0.484673,0.7656,0.029412,0,0.196078,0,0.01567,0.016208,0.981501,0,0.790084,8.693
0.52,0,0.28,0.04,0.12,0,0.04,0.292827,0.801584,0.4,0.04,0.08,0,0,0.205137,0.754965,0.026598,0.314695,2.753
0.125,0.05,0.3,0.025,0.025,0.05,0.425,0.231106,2.502344,0.65,0.1,0.475,0.021918,0,0.058494,0.510301,0,0.435228,3.523
0.294118,0.029412,0.205882,0.058824,0.058824,0,0.352941,0.27112,0.672136,0.558824,0.029412,0.294118,0.008987,0,0.095166,0.723143,0,0.201737,2.104
0.295775,0.098592,0.112676,0.112676,0.014085,0.028169,0.338028,0.290231,0.348707,0.521127,0.084507,0.309859,0,0.049068,0.367562,0.357603,0.007785,0.037549,6.407
0.339394,0.078788,0.072727,0.290909,0.009091,0.018182,0.190909,0.402699,1.34133,0.181818,0.006061,0.069697,0.005077,0.037675,0.012571,0.75574,0.000035,0.868569,29.077
0.164179,0.358209,0.074627,0.029851,0.029851,0.059701,0.283582,0.271046,0.470764,0.328358,0.074627,0.19403,0,0.07825,0.115463,0.842898,0.008929,0.584956,10.51
0.224138,0.155172,0.241379,0.034483,0.051724,0.017241,0.275862,0.384045,0.488575,0.155172,0,0.172414,0,0,0.08196,0.876063,0,0.905326,5.855
0.160584,0.036496,0.072993,0.29927,0.014599,0.087591,0.328467,0.333794,0.501662,0.343066,0.10219,0.394161,0.046689,0.049232,0.298733,0.589313,0,0.144347,19.198
0.292035,0.061947,0.19469,0.141593,0.035398,0.017699,0.256637,0.333617,0.494468,0.309735,0.053097,0.256637,0.01938,0,0.014646,0.818929,0.003639,0.344199,11.128
0.570492,0.186885,0.039344,0.045902,0.029508,0.019672,0.108197,0.313475,0.722163,0.095082,0.003279,0.036066,0.00026,0,0.005725,0.989015,0.000011,0.944433,33.633
0.28,0.08,0.08,0.12,0.04,0,0.4,0.382244,0.391702,0.28,0,0.04,0,0,0.027869,0.76234,0.000087,0.779906,1.517
0.425,0.3,0.075,0.1,0.025,0.025,0.05,0.418766,0.954806,0.15,0,0.1,0.016607,0,0.030284,0.82061,0.021506,0.753763,2.186
0.229947,0.149733,0.053476,0.502674,0.005348,0.010695,0.048128,0.39932,0.778305,0.245989,0.005348,0.122995,0,0.002801,0.056213,0.59615,0.006816,0.733577,13.615
0.586207,0.172414,0.137931,0.034483,0,0.034483,0.034483,0.423324,0.388309,0.103448,0,0.103448,0,0,0.149183,0.683047,0,0.560967,2.139
0.310976,0.079268,0.060976,0.158537,0.073171,0.006098,0.310976,0.334816,0.439474,0.213415,0.018293,0.146341,0.016469,0.005739,0.062253,0.837543,0.007117,0.470958,23.256
0.394366,0.059859,0.014085,0.228873,0.014085,0.017606,0.271127,0.454747,0.682297,0.098592,0.007042,0.06338,0.008716,0.015057,0.023059,0.9082,0.000025,0.704033,24.992
0.516667,0.083333,0.105556,0.105556,0.022222,0.005556,0.161111,0.442896,0.505024,0.261111,0.077778,0.183333,0.036895,0.119559,0.439743,0.488703,0,0.087349,29.052
0.061489,0.055016,0.035599,0.171521,0.187702,0.038835,0.449838,0.393623,0.598195,0.236246,0.009709,0.074434,0.000873,0.020051,0.019596,0.791045,0,0.826959,34.067
0.368421,0.052632,0.192982,0.105263,0.070175,0.035088,0.175439,0.324005,0.233772,0.315789,0.017544,0.017544,0.013469,0,0.016699,0.971432,0,0.67124,3.98
0.518293,0.079268,0.018293,0.164634,0.164634,0.006098,0.04878,0.40706,0.60599,0.030488,0.006098,0.097561,0.021116,0.004301,0.031593,0.858218,0,0.788644,17.159
0.265625,0.132813,0.15625,0.125,0.007813,0.03125,0.28125,0.301315,0.587703,0.25,0.03125,0.242188,0.000723,0.164308,0.217113,0.578984,0,0.320659,17.475
0.225,0.075,0.3,0.175,0.05,0,0.175,0.416651,0.27758,0.3,0.05,0.3,0,0,0.024463,0.892566,0.030492,0.263486,3.437
0.287671,0.164384,0.068493,0.150685,0.041096,0.054795,0.232877,0.27537,0.531209,0.438356,0.041096,0.410959,0.015528,0.089065,0.068244,0.87164,0,0.806686,17.545
0.274725,0.038462,0.021978,0.214286,0.148352,0.005495,0.296703,0.358029,0.522987,0.192308,0.027473,0.093407,0,0,0.305894,0.630841,0.000005,0.082578,19.304
0.26087,0.130435,0.26087,0.043478,0,0,0.304348,0.348315,0.724445,0.391304,0.347826,0.782609,0,0.260566,0.561854,0.417926,0.012681,0.072059,12.296
0.184783,0.152174,0.086957,0.304348,0.054348,0.032609,0.184783,0.414416,0.478521,0.23913,0,0.23913,0,0.013696,0.069237,0.77184,0,0.451882,12.728
0.25,0.083333,0.138889,0.027778,0,0.027778,0.472222,0.382031,1.193227,0.138889,0.027778,0.055556,0,0.241042,0.050628,0.880275,0,0.927151,2.417
0.065359,0.03268,0.058824,0.202614,0.019608,0.045752,0.575163,0.289597,0.303172,0.30719,0.03268,0.176471,0.008525,0.056041,0.013127,0.87577,0.000902,0.962751,32.691
0.204545,0.045455,0.073864,0.289773,0.005682,0.051136,0.329545,0.378004,0.544804,0.204545,0.017045,0.210227,0.017056,0.079988,0.310663,0.612543,0.003034,0.213262,25.849
0.466292,0.123596,0.067416,0.146067,0.005618,0.011236,0.179775,0.41083,0.871915,0.224719,0.022472,0.050562,0.000934,0.006203,0.04549,0.84964,0.000269,0.43683,13.78
0.414201,0.153846,0.076923,0.201183,0.029586,0.029586,0.094675,0.3684,0.786132,0.236686,0.04142,0.319527,0.024145,0.045565,0.092031,0.747379,0,0.650333,27.147
0.290503,0.212291,0.083799,0.03352,0.03352,0.005587,0.340782,0.414224,0.521293,0.22905,0.011173,0.094972,0.000319,0.026212,0.008842,0.61841,0.07087,0.878265,18.798
0.182927,0.067073,0.073171,0.20122,0.012195,0.04878,0.414634,0.345991,0.421073,0.335366,0.128049,0.335366,0.009312,0.151017,0.492522,0.487355,0.001561,0.044536,29.916
0.344828,0.181034,0.043103,0.198276,0.025862,0.017241,0.189655,0.405949,0.527424,0.387931,0.034483,0.086207,0.028014,0.052823,0.048088,0.898685,0,0.779963,11.621
0.247525,0.079208,0.079208,0.158416,0.09901,0.089109,0.247525,0.426481,0.252527,0.267327,0.019802,0.19802,0.004662,0.022704,0.039406,0.852829,0.000448,0.781253,16.819
0.360976,0.107317,0.112195,0.209756,0.082927,0.009756,0.117073,0.451155,0.762203,0.317073,0,0.073171,0.006243,0.035059,0.054921,0.843232,0.013061,0.917448,14.892
0.325397,0.071429,0.071429,0.357143,0.031746,0.007937,0.134921,0.267595,0.783794,0.134921,0,0.277778,0.005763,0.002761,0.017457,0.914398,0.005032,0.949203,18.487
0.214286,0.089286,0.267857,0.125,0.035714,0.035714,0.232143,0.224766,0.561239,0.357143,0.017857,0.321429,0,0,0.020407,0.825705,0.000504,0.395998,22.986
0.352381,0.114286,0.07619,0.304762,0.019048,0.019048,0.114286,0.401017,0.781872,0.2,0,0.038095,0.001849,0,0.014815,0.717433,0,0.795562,6.406
0.418605,0.116279,0.209302,0.116279,0.023256,0.023256,0.093023,0.412702,0.842344,0.418605,0.046512,0.162791,0.016597,0,0.039242,0.552248,0.04827,0.544696,2.602
0.288401,0.134796,0.009404,0.38558,0.009404,0.015674,0.15674,0.42527,0.688692,0.310345,0.009404,0.090909,0.002278,0.004926,0.028502,0.812159,0.001365,0.881557,54.615
0.127273,0.145455,0.090909,0.218182,0,0.236364,0.181818,0.314624,0.648924,0.581818,0.181818,0.418182,0.006531,0,0.012717,0.978584,0.000827,0.851284,7.431
0.057416,0.114833,0.095694,0.119617,0.009569,0.167464,0.435407,0.236354,0.710681,0.449761,0.239234,0.583732,0.054397,0.079225,0.012543,0.939721,0.014844,0.615307,32.677
0.16,0.04,0.24,0.2,0,0.04,0.32,0.277809,1.284681,0.48,0.2,0.88,0.015295,0.096597,0.512851,0.423683,0,0.153276,4.673
0.157895,0.263158,0.210526,0.263158,0,0.105263,0,0.412223,1.28924,0.526316,0.052632,0.210526,0.089874,0,0.100024,0.885643,0.000882,0.476788,2.589
0.176471,0.323529,0.088235,0.088235,0.029412,0.117647,0.176471,0.207817,1.453584,0.382353,0.058824,0.617647,0.045101,0.017021,0.190678,0.79654,0.000282,0.335929,4.107
0.277778,0.166667,0.055556,0.277778,0,0,0.222222,0.323247,1.338686,0.444444,0.222222,0.722222,0.009606,0.341753,0.135291,0.435396,0.003702,0.357564,2.938
0.043478,0,0.478261,0,0.478261,0,0,0.027516,0.597092,0.217391,0,0.086957,0.022616,0,0.021966,0.978034,0,0.272584,1.643
