D_CRIA,D_RECRIA,D_ENGORDA,D_CRIA_RECRIA,D_CRIA_ENGORDA,D_RECRIA_ENGORDA,D_CRIA_RECRIA_ENGORDA,PVACAS2ANOS,TX_LOT_UA,RACAO,ADUBPASTAGEM,RECEBEORIENT,PCONFINADOS,PVACASINSEM,P_LAV,P_PAST,P_SILV,PVTP_BOV,UA_BOV
0,0.090909,0.181818,0.045455,0,0.318182,0.363636,0.186039,0.92418,0.818182,0.409091,0.681818,0,0.027732,0.013605,0.948877,0.001649,0.250636,2.127
0.172414,0.218391,0.091954,0.103448,0.333333,0.045977,0.034483,0.270665,0.689023,0.264368,0.275862,0.793103,0,0.023195,0.088647,0.876464,0.001071,0.326188,13.723
0.37037,0.111111,0.444444,0.074074,0,0,0,0.24513,1.815923,0.296296,0.222222,0.851852,0.045012,0.083082,0.270332,0.600191,0.064671,0.189395,4.78
0.147059,0.205882,0.117647,0.029412,0.088235,0,0.411765,0.239225,1.053333,0.411765,0.117647,0.382353,0.237694,0.042644,0.143152,0.844234,0,0.565995,2.545
0.241935,0.096774,0.068548,0.399194,0.004032,0.032258,0.157258,0.401005,0.642685,0.342742,0.072581,0.181452,0.002533,0.02224,0.024465,0.863543,0.074629,0.80876,68.015
0.117647,0.058824,0,0.058824,0.176471,0.058824,0.529412,0.187076,0.506855,0.529412,0.117647,0.352941,0.048403,0,0.054194,0.842239,0,0.840844,2.502
0.241379,0.172414,0.206897,0.068966,0.068966,0.103448,0.137931,0.300858,0.544197,0.551724,0.241379,0.551724,0.097173,0.033557,0.098141,0.78504,0.019455,0.799953,5.424
0.042017,0.260504,0.092437,0.260504,0.008403,0.226891,0.109244,0.11267,0.778489,0.470588,0.142857,0.403361,0.103714,0.035067,0.260148,0.726923,0.002129,0.310383,19.54
0.333333,0,0,0.444444,0.222222,0,0,0.455869,0.750603,0.222222,0,0.333333,0,0,0.020281,0.849551,0,0.612018,654
0.185185,0.37037,0,0.407407,0,0.037037,0,0.304544,0.386583,0.296296,0,0.407407,0,0,0.005978,0.938103,0.050969,0.76823,2.284
0.150685,0.178082,0.09589,0.123288,0.027397,0.068493,0.356164,0.221748,1.023698,0.438356,0.082192,0.876712,0.027334,0.115562,0.360892,0.613841,0.000945,0.071527,8.315
0.225,0.1125,0.125,0.1,0.2625,0.1125,0.0625,0.229654,0.760413,0.425,0.125,0.4,0.020747,0,0.04653,0.915313,0.013832,0.586384,16.285
0.051282,0.115385,0.269231,0.205128,0.179487,0.102564,0.076923,0.147069,1.098131,0.512821,0.179487,0.833333,0.160857,0.076923,0.030311,0.590131,0.034904,0.822524,10.481
0.066667,0,0.266667,0.133333,0,0.333333,0.2,0.162102,2.888647,0.666667,0.2,0.866667,0,0.013793,0.265939,0.552778,0.002862,0.916108,1.674
0.168539,0.157303,0.044944,0.359551,0.011236,0.089888,0.168539,0.395733,0.428045,0.47191,0.134831,0.370787,0.037779,0.049826,0.163566,0.612413,0.000523,0.145164,18.033
0.090909,0.227273,0.090909,0.045455,0,0.045455,0.5,0.388391,0.75177,0.272727,0.090909,0.181818,0.002922,0,0.032891,0.876646,0,0.378152,3.797
0.25,0.0625,0.3125,0.0625,0.0625,0,0.25,0.393308,1.060859,0.0625,0,0.25,0,0,0.075856,0.832793,0,0.88029,1.527
0.253521,0.070423,0.042254,0.126761,0.183099,0.084507,0.239437,0.374001,0.612653,0.422535,0.15493,0.309859,0.010604,0.053942,0.04206,0.888275,0.001315,0.391472,26.46
0.25,0.15625,0.03125,0.177083,0.270833,0.020833,0.09375,0.362475,0.975369,0.25,0.072917,0.145833,0.015665,0.011636,0.067901,0.786142,0.007118,0.676752,11.766
0.583333,0.041667,0.208333,0,0.041667,0,0.125,0.178904,4.885777,0.625,0.041667,0.208333,0.026862,0,0.289412,0.594846,0,0.613443,5.135
0.205742,0.07177,0.095694,0.301435,0.014354,0.095694,0.215311,0.315621,0.683126,0.464115,0.215311,0.397129,0.037036,0.050207,0.263548,0.715151,0.002395,0.143569,51.607
0.079365,0.015873,0.126984,0.296296,0.031746,0.021164,0.428571,0.341254,0.644294,0.190476,0.058201,0.301587,0.002674,0.011165,0.009799,0.883313,0.066607,0.247434,105.095
0.172414,0.051724,0.103448,0.12069,0.310345,0.103448,0.137931,0.279163,0.576779,0.413793,0.172414,0.275862,0.033638,0.051493,0.068631,0.91508,0.000056,0.628086,9.413
0.666667,0,0.333333,0,0,0,0,0.315364,1.161238,0.333333,0,0.333333,0,0,0.026727,0.900508,0,0.052326,313
0.266667,0.333333,0.133333,0.066667,0,0.066667,0.133333,0.362514,1.162494,0.666667,0.266667,0.666667,0.0289,0.137771,0.033175,0.671685,0.192104,0.899071,2.642
0.2,0.3,0.1,0.3,0,0.1,0,0.168846,0.661662,0.7,0.2,0.6,0.039795,0.649832,0.00775,0.726274,0.248841,0.81815,1.234
0.103618,0.108553,0.088816,0.1875,0.059211,0.149671,0.302632,0.229175,0.851851,0.46875,0.199013,0.501645,0.026601,0.016452,0.005165,0.985837,0.000323,0.94576,156.909
0.659091,0.090909,0.045455,0.204545,0,0,0,0.367372,1.038295,0.113636,0.022727,0.113636,0.01571,0,0.032286,0.941972,0,0.406059,6.079
0.086207,0.051724,0.103448,0.086207,0.37931,0.103448,0.189655,0.343628,0.713987,0.37931,0.241379,0.482759,0.038658,0.369875,0.169592,0.813415,0,0.230947,15.126
0.021277,0.010638,0,0.106383,0.680851,0.010638,0.170213,0.109043,0.556633,0.234043,0.010638,0.595745,0.0007,0.019255,0.173795,0.778473,0.032706,0.063384,8.294
0.166667,0,0.25,0.083333,0,0.25,0.25,0.327103,0.69096,0.083333,0.083333,0.416667,0.15816,0,0.468615,0.514791,0.001082,0.05904,986
0.072727,0.036364,0.254545,0.109091,0.018182,0.145455,0.363636,0.332634,0.877547,0.127273,0.054545,0.454545,0.006553,0.070922,0.151152,0.795626,0.000159,0.339528,5.309
0.076923,0.076923,0,0,0.461538,0.153846,0.230769,0.432021,1.218708,0.307692,0.538462,0.615385,0.065593,0.117322,0.031651,0.723415,0.005962,0.820242,2.366
0.035714,0.035714,0.196429,0.035714,0,0.535714,0.160714,0.133206,1.405113,0.607143,0.125,0.875,0.564074,0.098321,0.257748,0.722429,0,0.657123,15.951
0.090909,0.051948,0.012987,0.077922,0.103896,0.207792,0.454545,0.183173,0.897058,0.571429,0.155844,0.480519,0.133687,0.196886,0.024703,0.957571,0,0.716547,31.661
0,0.047619,0.333333,0.047619,0.190476,0.166667,0.214286,0.23621,0.760315,0.404762,0.02381,0.571429,0,0.007758,0.105721,0.882487,0.005675,0.175673,3.547
0,0,0.142857,0.142857,0,0,0.714286,0.095397,0.988251,0.714286,0.285714,0.571429,0.048117,0.368421,0.014993,0.844449,0.028663,0.56029,1.514
0.166667,0.166667,0.111111,0,0,0.166667,0.388889,0.22239,1.146361,0.666667,0.111111,0.277778,0.01506,0.015801,0.046041,0.881758,0.007325,0.412954,1.449
0.033333,0.24,0.26,0.1,0.266667,0.093333,0.006667,0.094895,0.722924,0.386667,0.026667,0.366667,0.049092,0.001475,0.047839,0.94024,0.000064,0.423463,18.639
0.2,0.036364,0.163636,0.072727,0.163636,0.109091,0.254545,0.245128,1.168672,0.236364,0.090909,0.727273,0.059178,0.037947,0.225471,0.765354,0.003727,0.234459,7.881
0.020833,0.020833,0.5625,0,0,0.020833,0.375,0.186399,0.980617,0.25,0,0.270833,0,0,0.094488,0.903543,0,0.106961,4.357
0.033333,0.083333,0.15,0.075,0.216667,0.125,0.316667,0.211026,1.203123,0.341667,0.125,0.616667,0.044177,0.298219,0.083811,0.806614,0.000345,0.346512,20.444
0.148148,0.148148,0.185185,0.148148,0,0.037037,0.333333,0.240192,0.588771,0.148148,0.037037,0.111111,0,0,0.004842,0.992909,0,0.993784,4.528
0.111111,0.222222,0.444444,0,0,0.111111,0.111111,0.325581,0.778406,0.111111,0,0,0,0,0.060119,0.821663,0,0.810664,633
0.380952,0.5,0.095238,0,0.02381,0,0,0.305138,0.741637,0.380952,0.214286,0.357143,0.036138,0,0.259791,0.438359,0.02535,0.105082,6.438
0.217391,0.173913,0.086957,0.173913,0.043478,0.043478,0.26087,0.362823,1.185264,0.347826,0.217391,0.73913,0.127755,0.016725,0.127362,0.608897,0.001587,0.301011,2.201
0.388889,0.044444,0.011111,0.088889,0.244444,0.044444,0.177778,0.341028,0.776998,0.311111,0.077778,0.3,0.014137,0,0.030557,0.800426,0.00035,0.737483,15.989
0.184211,0.105263,0.223684,0.171053,0.171053,0.039474,0.105263,0.316581,0.847556,0.5,0.144737,0.315789,0,0,0.06413,0.847899,0.064116,0.090744,5.862
0,0.039683,0.079365,0.269841,0.103175,0.111111,0.396825,0.251013,0.843359,0.547619,0.261905,0.484127,0.027114,0.026411,0.019874,0.973123,0,0.92183,29.977
0.097561,0.02439,0.170732,0.073171,0.195122,0.121951,0.317073,0.294515,0.994739,0.170732,0.146341,0.878049,0.005981,0.186249,0.553736,0.444819,0.000528,0.091195,8.109
0.116279,0.27907,0.209302,0.139535,0.023256,0.116279,0.116279,0.160807,0.785302,0.255814,0.162791,0.395349,0.055494,0.029412,0.029522,0.886194,0.04964,0.49849,4.276
0.137931,0.137931,0.172414,0.344828,0,0.068966,0.137931,0.205764,0.872235,0.827586,0.068966,0.551724,0.051297,0.018207,0.058445,0.907267,0,0.145168,2.031
0.181818,0.545455,0.181818,0,0.090909,0,0,0.454396,1.464317,0.363636,0,0.636364,0,0,0.009886,0.175317,0.003089,0.675915,1.662
0.25,0,0,0,0,0.25,0.5,0.303333,0.424422,0,0,0.25,0,0,0.096092,0.881774,0,0.36717,210
0.136364,0.159091,0.204545,0.227273,0,0.159091,0.113636,0.334137,1.456732,0.5,0.068182,0.75,0.032458,0.169026,0.469339,0.499669,0,0.368057,7.322
0,0,0,0,0,0,1,0.295276,0.694556,1,0.666667,1,0,0,0.324952,0.565217,0,0.238376,173
0.403727,0.111801,0.049689,0.167702,0.024845,0.049689,0.192547,0.331937,0.724895,0.440994,0.043478,0.279503,0.004981,0.028694,0.034726,0.942329,0.002622,0.608565,24.491
0.064516,0,0.290323,0.032258,0.032258,0.096774,0.483871,0.090594,1.130491,0.806452,0.096774,0.225806,0.056099,0.115942,0.065844,0.755023,0.020983,0.550102,7.322
0.230769,0.08547,0.102564,0.128205,0.290598,0.034188,0.128205,0.274422,0.693886,0.358974,0.136752,0.42735,0.062458,0.068996,0.029972,0.864974,0.043015,0.656662,28.52
0.17,0.14,0.07,0.27,0,0.1,0.25,0.347977,0.739024,0.47,0.12,0.51,0.067226,0.084015,0.170871,0.767952,0.00581,0.243964,23.15
0.075,0.1125,0.2,0.075,0.2875,0.0125,0.2375,0.149693,0.672102,0.4125,0.0875,0.35,0,0,0.049835,0.923376,0.01805,0.159849,9.955
0.25,0,0.75,0,0,0,0,0.248428,4.346734,0.75,0.25,0.75,0,0,0.219391,0.56334,0,0.706474,173
0.134146,0.121951,0.085366,0.158537,0.158537,0.012195,0.329268,0.245555,0.837211,0.390244,0.121951,0.512195,0.035693,0.064065,0.153325,0.81207,0.032472,0.23284,10.835
0,0.75,0.25,0,0,0,0,0.497238,1.158317,0,0,0,0,0,0.007952,0.992048,0,0.986928,289
0,0.222222,0,0,0.666667,0,0.111111,0.104195,0.811482,0.333333,0,0.222222,0.081191,0,0.003766,0.974711,0,0.644391,1.47
0.132979,0.069149,0.090426,0.159574,0.255319,0.058511,0.234043,0.270985,0.715876,0.478723,0.196809,0.462766,0.036416,0.155416,0.028705,0.820912,0.120881,0.319039,39.143
0.125,0.035714,0.125,0.125,0.017857,0.178571,0.392857,0.15894,0.532603,0.482143,0.107143,0.339286,0.094236,0,0.080472,0.914632,0.004082,0.473095,7.817
0,0.272727,0.454545,0,0,0,0.272727,0.151367,1.95529,1,0.272727,0.636364,0.196289,0,0.388898,0.263397,0,0.596026,1.27
0.272727,0.045455,0.227273,0.181818,0.045455,0,0.227273,0.329504,0.722136,0.590909,0.090909,0.318182,0,0,0.092479,0.790396,0.019792,0.86717,2.652
0.203125,0.0625,0.109375,0.28125,0.15625,0.0625,0.125,0.228495,0.830135,0.328125,0.21875,0.625,0.051541,0.031274,0.058833,0.924293,0.00325,0.368276,7.791
0.209302,0.116279,0.069767,0.348837,0.034884,0.081395,0.139535,0.42246,0.79337,0.5,0.093023,0.27907,0.017094,0.023041,0.060154,0.923265,0,0.627411,15.203
0.197452,0.146497,0.038217,0.414013,0.038217,0.057325,0.10828,0.374496,0.659253,0.261146,0.273885,0.993631,0.015242,0.115763,0.048486,0.939303,0.000882,0.193,25.484
0,0.068966,0.034483,0.034483,0,0.275862,0.586207,0.179642,0.765197,0.551724,0.068966,0.482759,0.024979,0.017381,0.013209,0.972788,0.001002,0.762779,2.994
0.384615,0.307692,0.153846,0.076923,0,0.076923,0,0.395837,0.702565,0.615385,0.076923,0.461538,0,0,0.036022,0.95575,0,0.915292,4.521
0.193548,0.032258,0.064516,0.225806,0.032258,0.096774,0.354839,0.243943,0.718072,0.483871,0.16129,0.677419,0.061792,0.1005,0.030982,0.951982,0,0.921044,9.149
0.173077,0.144231,0.057692,0.173077,0.144231,0.038462,0.269231,0.348298,1.060438,0.548077,0.192308,0.884615,0.12648,0.21731,0.104004,0.739856,0.002057,0.23724,16.017
0.190476,0.304762,0.161905,0.171429,0,0.028571,0.142857,0.410153,0.678285,0.219048,0.152381,0.857143,0.012787,0.027019,0.025129,0.957798,0.001712,0.369099,17.452
0.140187,0.084112,0.11215,0.140187,0.074766,0.084112,0.364486,0.23781,1.001064,0.242991,0.065421,0.411215,0.053044,0.008313,0.076679,0.880399,0.000834,0.703254,22.2
0,0,0.333333,0.333333,0.333333,0,0,0.265957,3.52,0.333333,0,0,0,0,0.967495,0.031867,0,0.193089,176
0.212766,0.170213,0.106383,0.180851,0,0.095745,0.234043,0.312423,0.643668,0.478723,0.148936,0.691489,0.047644,0.26004,0.02178,0.773383,0.166411,0.639641,20.979
0.188525,0.139344,0.131148,0.213115,0.02459,0.131148,0.172131,0.227626,1.229907,0.508197,0.204918,0.45082,0.311666,0.109638,0.185498,0.748808,0.022436,0.392528,27.396
0.393443,0.016393,0.032787,0.163934,0,0,0.393443,0.293417,0.587045,0.311475,0.081967,0.196721,0.004595,0,0.105601,0.821717,0.004992,0.185405,18.361
0.076923,0.115385,0.076923,0,0.615385,0.076923,0.038462,0.130719,0.821458,0.538462,0.230769,0.5,0.061683,0.078125,0.082577,0.844548,0,0.679221,3.375
0.5,0,0.083333,0.166667,0,0.083333,0.166667,0.309565,1.771664,0.166667,0,0.166667,0,0,0.058492,0.822999,0,0.843805,689
0.15,0.1,0.025,0.275,0.05,0.15,0.25,0.295809,0.550928,0.55,0.025,0.375,0.001966,0.033223,0.103205,0.880659,0.000416,0.860906,14.122
0.113281,0.035156,0.042969,0.101563,0.214844,0.113281,0.378906,0.201769,0.826016,0.503906,0.121094,0.386719,0.040138,0.033753,0.032199,0.908396,0.00067,0.803837,53.742
0.071429,0.142857,0.142857,0.142857,0.071429,0.214286,0.214286,0.202431,1.513018,0.571429,0.142857,0.285714,0.090472,0.069832,0.077505,0.616078,0,0.448813,2.503
0.833333,0,0.166667,0,0,0,0,0.360169,0.589138,0.333333,0,0.166667,0,0,0.125,0.875,0,0.672759,499
0.042146,0.298851,0.141762,0.05364,0.149425,0.157088,0.157088,0.142455,1.295822,0.452107,0.157088,0.337165,0.037539,0.004701,0.173488,0.742582,0,0.125983,41.959
0.307692,0.076923,0.307692,0.230769,0,0.076923,0,0.419187,0.779997,0.461538,0.307692,0.615385,0.086027,0.099502,0.071695,0.878671,0,0.12168,1.367
0,0,0,0,0,0.666667,0.333333,0.084151,0.5368,0.333333,0,0,0,0,0.024204,0.975796,0,0.923077,567
0.142857,0,0.142857,0,0.428571,0,0.285714,0.231452,0.480508,0.571429,0.285714,0.571429,0,0.156794,0.01481,0.958818,0,0.239266,1.627
0.288462,0,0.096154,0.211538,0.019231,0.019231,0.365385,0.397446,0.188754,0.423077,0.076923,0.269231,0.000132,0.023186,0.004979,0.432636,0.507977,0.002959,5.542
0.083333,0.25,0.208333,0.125,0.041667,0,0.291667,0.343255,0.859755,0.416667,0.208333,0.333333,0.008603,0,0.036147,0.959808,0,0.945981,4.272
0.106383,0.106383,0.297872,0.042553,0.021277,0.06383,0.361702,0.258759,0.72046,0.553191,0.148936,0.553191,0.065068,0.107962,0.091464,0.858757,0.001635,0.192452,6.433
0.2,0.333333,0,0.266667,0,0,0.2,0.408805,1.156199,0.533333,0.066667,0.533333,0.019352,0.08284,0.065104,0.847858,0,0.734219,1.444
0.2,0.314286,0.142857,0.133333,0,0.047619,0.161905,0.216348,0.732566,0.609524,0.180952,0.6,0.26481,0.012708,0.102628,0.886924,0.000046,0.522144,28.312
0.107143,0.178571,0.214286,0,0.285714,0.071429,0.142857,0.169496,0.652355,0.428571,0.035714,0.392857,0.049262,0.078818,0.236804,0.739174,0,0.206919,2.188
0.082353,0.141176,0.035294,0.117647,0.294118,0.070588,0.258824,0.214219,0.745258,0.482353,0.270588,0.741176,0.035525,0.099571,0.258896,0.717119,0.0137,0.192094,43.546
0.402299,0.091954,0.057471,0.206897,0.137931,0.011494,0.091954,0.331225,0.956141,0.114943,0.011494,0.195402,0,0.014605,0.10664,0.407635,0.001419,0.820551,13.735
0.307692,0,0,0.230769,0.153846,0.153846,0.153846,0.530466,0.909765,0.230769,0,0.076923,0,0,0.018245,0.817007,0,0.941204,3.559
0.21875,0.21875,0.078125,0.203125,0.015625,0.03125,0.234375,0.322351,0.760124,0.4375,0.046875,0.765625,0.058609,0.052549,0.160069,0.828828,0.000622,0.096467,8.22
0.368421,0.105263,0.035088,0.298246,0.052632,0,0.140351,0.376992,1.194885,0.315789,0,0.245614,0,0,0.050353,0.891234,0,0.657899,7.775
0.046512,0.209302,0.186047,0.116279,0.255814,0.139535,0.046512,0.260846,1.037584,0.255814,0.186047,0.55814,0.002328,0.148765,0.437591,0.514267,0.032273,0.331198,9.011
0.12,0.28,0.16,0.08,0,0.16,0.2,0.201258,1.042166,0.4,0.12,0.68,0.160091,0.042614,0.333107,0.649492,0.007503,0.180448,2.544
0.235294,0,0.058824,0.235294,0.235294,0.176471,0.058824,0.13332,1.139045,0.588235,0.235294,0.588235,0.043908,0.10479,0.022022,0.876993,0.08529,0.885265,7.285
0,0.12,0.04,0.44,0.04,0.08,0.28,0.284793,1.002509,0.52,0.2,0.6,0.024799,0.083595,0.031376,0.891066,0.001502,0.443078,7.137
0.176471,0.235294,0.352941,0.235294,0,0,0,0.24632,1.349789,0.588235,0.058824,0.882353,0.024534,0,0.051365,0.851468,0,0.626335,2.685
0.02381,0.119048,0.142857,0.119048,0.333333,0,0.261905,0.238583,0.761166,0.261905,0.380952,0.52381,0,0.06812,0.110883,0.825163,0.002005,0.701681,4.073
0.230769,0.076923,0.153846,0.384615,0.076923,0,0.076923,0.559507,0.794867,0.230769,0.230769,0.692308,0,0,0.070793,0.928111,0,0.571922,1.629
0.147059,0.264706,0.205882,0.117647,0.058824,0.147059,0.058824,0.127753,0.842702,0.176471,0.088235,0.323529,0.061246,0.184388,0.041878,0.876867,0,0.711149,18.866
0,0.4,0.2,0,0,0.2,0.2,0.069357,0.681174,0.4,0.2,0.6,0.063052,0,0.014452,0.984698,0,0.978983,1.578
0,0.038462,0.5,0,0.423077,0.038462,0,0.073753,1.489279,0.346154,0,0.769231,0.21692,0,0.392154,0.587918,0,0.107568,2.21
0.057554,0.194245,0.298561,0.071942,0.100719,0.115108,0.161871,0.160754,1.08767,0.528777,0.316547,0.683453,0.054317,0.028059,0.050523,0.892893,0.001504,0.89145,46.874
0.068027,0.15873,0.090703,0.192744,0.14966,0.185941,0.154195,0.18289,0.878335,0.478458,0.160998,0.544218,0.117316,0.077892,0.073913,0.900889,0.000541,0.711409,89.667
0.013889,0.284722,0.173611,0.145833,0.0625,0.180556,0.138889,0.175386,1.248422,0.701389,0.291667,0.798611,0.122938,0.083941,0.051678,0.944191,0,0.893402,49.753
0.08,0.2,0.02,0.16,0,0.08,0.46,0.229847,0.855605,0.64,0.32,0.68,0.021152,0,0.057429,0.823549,0.079123,0.278943,6.314
0,0.037037,0.296296,0.222222,0.111111,0.111111,0.222222,0.27404,0.784045,0.259259,0,0.592593,0,0,0.117848,0.880752,0.0014,0.263772,2.387
0.124294,0.056497,0.101695,0.141243,0.259887,0.028249,0.288136,0.289051,0.63895,0.242938,0.067797,0.237288,0.004548,0.046691,0.030445,0.85325,0.00687,0.733819,23.808
0,0.666667,0.333333,0,0,0,0,0.125506,0.743119,0.666667,0.333333,0,0,0,0.09465,0.897119,0,0.771717,162
0.5,0,0.041667,0.25,0,0,0.208333,0.171301,0.750462,0.291667,0.041667,0,0,0,0.040692,0.915107,0,0.883945,2.113
0.666667,0,0,0,0,0,0.333333,0.508562,0.579592,0.333333,0,0.333333,0,0,0.02061,0.631172,0,0.934481,426
0.122807,0.070175,0.052632,0.087719,0.210526,0.035088,0.421053,0.369034,0.765733,0.210526,0.017544,0.368421,0.122805,0.016046,0.192955,0.766743,0,0.302271,13.308
0.066667,0.2,0.066667,0.2,0,0.133333,0.333333,0.189545,0.948676,0.466667,0.266667,0.7,0.015583,0.076981,0.074933,0.887614,0.000169,0.161524,4.98
0.157556,0.11254,0.093248,0.250804,0.038585,0.07717,0.270096,0.36131,0.678053,0.4791,0.167203,0.324759,0.011071,0.072606,0.081284,0.650607,0.041564,0.089513,121.4
0.166667,0.055556,0.222222,0.111111,0,0.111111,0.333333,0.268879,0.775871,0.222222,0.111111,0.833333,0.017589,0.226777,0.019384,0.969234,0,0.793092,6.151
0.333333,0.666667,0,0,0,0,0,0.388778,0.775625,0.166667,0,0.333333,0,0,0.033653,0.789916,0,0.300068,349
0.083333,0.25,0.25,0.166667,0,0,0.25,0.348805,1.003367,0.25,0.166667,0.333333,0,0.156556,0.019486,0.974777,0,0.349043,1.04
0.145833,0.0625,0.020833,0.208333,0.208333,0.041667,0.3125,0.338536,1.037574,0.291667,0.104167,0.541667,0.007605,0.021879,0.018155,0.966792,0,0.902946,10.895
0.1875,0.078125,0.0625,0.3125,0.0625,0.03125,0.265625,0.372368,0.831724,0.140625,0,0.203125,0.008166,0.052215,0.039281,0.610326,0,0.709998,12.837
0.05,0.166667,0.066667,0.2,0,0.083333,0.433333,0.276638,0.591309,0.666667,0.166667,0.2,0.097572,0.072144,0.053564,0.911246,0.018881,0.519862,12.842
0.05,0.25,0.3,0,0,0.1,0.3,0.241817,0.810272,0.45,0.25,0.5,0.070776,0.060976,0.334802,0.618739,0,0.323703,2.196
0.018519,0.018519,0,0.148148,0.12963,0.148148,0.537037,0.228013,0.6734,0.296296,0.018519,0.444444,0.180343,0.263644,0.020293,0.976625,0,0.698766,11.894
0.06422,0.082569,0.284404,0.082569,0.275229,0.045872,0.165138,0.204656,0.905926,0.385321,0.036697,0.256881,0.023754,0,0.074429,0.843555,0.000599,0.67365,14.027
0.183673,0,0.204082,0.061224,0.081633,0.061224,0.408163,0.30847,0.645042,0.489796,0.142857,0.346939,0.025412,0.133683,0.021618,0.936442,0.007205,0.568091,24.062
0,0.4375,0.125,0,0.25,0,0.1875,0.048417,0.82404,0.25,0.0625,0.5625,0.176909,0.009615,0.104713,0.82242,0.030573,0.447794,1.33
0.213115,0.098361,0.114754,0.213115,0.032787,0.081967,0.245902,0.270197,0.673187,0.459016,0.180328,0.590164,0.00968,0.088119,0.04595,0.942439,0,0.638709,21.049
0.111111,0.111111,0.277778,0.055556,0.222222,0.111111,0.111111,0.353077,0.709586,0.666667,0.111111,0.611111,0.032392,0,0.002793,0.891886,0.075135,0.900753,3.285
0.272727,0.272727,0.090909,0.090909,0,0,0.272727,0.477489,2.478632,0.454545,0,0,0,0,0.088388,0.374429,0,0.535833,1.218
0.45,0.15,0.05,0.05,0.1,0,0.2,0.434062,0.792134,0.2,0.1,0.45,0.007052,0,0.062966,0.833788,0,0.853226,2.064
0.112245,0.153061,0.204082,0.153061,0.214286,0.081633,0.081633,0.294353,0.939282,0.285714,0.163265,0.714286,0.018611,0.056328,0.17812,0.801318,0.00961,0.224742,20.273
0.285714,0.285714,0.142857,0,0,0.142857,0.142857,0.53871,0.734622,0.571429,0.285714,0.142857,0,0.179641,0.022839,0.957538,0,0.394144,466
0.166667,0.083333,0.166667,0,0.166667,0.416667,0,0.165234,0.607234,0.666667,0.416667,0.833333,0.122266,0,0.097666,0.868823,0,0.590085,2.023
0.08,0.18,0.08,0.1,0.42,0.02,0.12,0.345842,0.984249,0.4,0.28,0.68,0.008193,0.003317,0.246783,0.737131,0,0.818247,8.949
0.333333,0.088889,0.111111,0.266667,0,0.066667,0.133333,0.391369,0.626893,0.466667,0.111111,0.222222,0.019692,0,0.068773,0.763951,0,0.697087,4.18
0.066667,0.133333,0.133333,0.066667,0.266667,0.133333,0.2,0.448651,1.263068,0.333333,0.533333,0.8,0.047495,0.24002,0.153546,0.83601,0.000296,0.783421,7.128
0.282051,0.153846,0.25641,0.025641,0.102564,0.051282,0.128205,0.129909,0.734693,0.25641,0.128205,0.358974,0,0,0.016394,0.964087,0.002819,0.810035,5.026
0,0.111111,0.222222,0.222222,0,0.222222,0.222222,0.06313,0.424736,0.388889,0.055556,0.444444,0.094135,0,0.054241,0.937015,0.001399,0.502752,3.175
0,0.25,0.5,0,0,0,0.25,0.1675,0.262902,0,0.25,0.75,0,0,0.664567,0.254406,0.081027,0.07475,454
0.322581,0.032258,0,0.483871,0,0.032258,0.129032,0.43227,0.616318,0.419355,0.032258,0.225806,0.011257,0,0.02354,0.891632,0,0.690365,3.695
0.608696,0.043478,0.021739,0.304348,0.021739,0,0,0.43703,1.094113,0.282609,0,0.173913,0.018797,0,0.023869,0.523217,0,0.06901,4.64
0,0.111111,0.222222,0.111111,0.111111,0.222222,0.222222,0.210354,0.902919,0.888889,0.111111,0.444444,0,0,0.041451,0.954016,0,0.737432,1.33
0.115385,0.115385,0.384615,0.038462,0.115385,0.115385,0.115385,0.165169,1.053295,0.153846,0.230769,0.346154,0.011236,0.001701,0.018574,0.923869,0.001607,0.99379,4.843
0.428571,0.103896,0.142857,0.12987,0,0.051948,0.142857,0.314373,0.849479,0.246753,0,0.25974,0.013612,0.01147,0.034211,0.778914,0.002137,0.787413,16.716
0.461538,0.192308,0.134615,0.134615,0.019231,0.019231,0.038462,0.466288,0.549399,0.326923,0.076923,0.288462,0,0.209059,0.037867,0.904347,0,0.61255,4.385
0.111111,0.266667,0.1,0.244444,0,0.1,0.177778,0.271039,0.966297,0.344444,0.133333,0.533333,0.032195,0.027624,0.1559,0.834947,0.000166,0.301586,14.579
0.096774,0.064516,0.225806,0.145161,0.258065,0.048387,0.16129,0.240578,1.064335,0.370968,0.112903,0.806452,0.043518,0,0.337259,0.655326,0.00117,0.093001,8.655
0.2,0.101587,0.069841,0.107937,0.196825,0.031746,0.292063,0.246698,0.684165,0.377778,0.092063,0.209524,0.014099,0.022569,0.031945,0.929568,0.002388,0.139473,41.276
0.347826,0.195652,0.119565,0.23913,0.01087,0.021739,0.065217,0.271446,0.591889,0.358696,0.184783,0.521739,0.028255,0.008848,0.102546,0.769979,0.101724,0.180283,25.792
0.28125,0.1875,0.125,0.25,0,0,0.15625,0.430437,0.722109,0.25,0.125,0.4375,0.026375,0,0.047856,0.890492,0.029584,0.594337,5.434
0.777778,0,0.111111,0.111111,0,0,0,0.242131,0.641187,0.333333,0.555556,0.555556,0,0,0.01434,0.755689,0.147151,0.986749,864
0.043478,0.086957,0.086957,0.217391,0,0.26087,0.304348,0.408215,0.884049,0.73913,0.304348,0.565217,0.031092,0.13992,0.028634,0.968452,0,0.915631,16.511
